Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
1927	-0.01174	0.03803	-0.02927	0.01195	-0.00362	-0.00847	0.00179	0.00382	-0.0132	0.00475
1928	-0.01187	0.03848	-0.03	0.0129	-0.00424	-0.00938	0.00173	0.00389	-0.0126	0.00435
1930	-0.01348	0.03848	-0.03024	0.01686	-0.00286	-0.00986	0.0043	0.00253	-0.00975	-0.00105
1931	-0.01421	0.0389	-0.03101	0.0195	-0.00311	-0.01112	0.00518	0.00194	-0.00693	-0.00428
1935	-0.01602	0.04309	-0.03881	0.03352	-0.01039	-0.02542	0.00569	0.00507	0.01675	-0.02347
1936	-0.01581	0.04439	-0.04118	0.03576	-0.01305	-0.02956	0.00473	0.00709	0.02171	-0.02631
1938	0.04551	0.00422	0.03075	0.02959	-0.00857	-0.00635	0.02726	0.01462	-0.00913	0.01226
1939	0.04543	0.00422	0.03064	0.02935	-0.00848	-0.00631	0.02696	0.01442	-0.00905	0.01194
1941	0.04487	0.00458	0.03003	0.02718	-0.00831	-0.00567	0.0252	0.01317	-0.00835	0.00888
1943	0.04381	0.00473	0.02865	0.02409	-0.00701	-0.00528	0.02134	0.0107	-0.00824	0.00455
1944	0.04269	0.00492	0.02721	0.02082	-0.00578	-0.00478	0.01743	0.0082	-0.008	0.00029
1946	0.04086	0.00599	0.02517	0.01439	-0.0055	-0.00267	0.01237	0.00459	-0.00555	-0.00688
1947	0.03981	0.00656	0.02405	0.0109	-0.0053	-0.00156	0.00982	0.00299	-0.00413	-0.0107
1952	0.03341	0.01119	0.01737	-0.00934	-0.00628	0.00616	-0.00325	-0.00503	0.00213	-0.0254
1955	0.03017	0.01357	0.01417	-0.01671	-0.00693	0.00921	-0.00717	-0.00625	0.00251	-0.02543
1958	0.02399	0.01726	0.00792	-0.02584	-0.00637	0.01208	-0.0127	-0.00565	-0.00107	-0.019
1962	0.01565	0.02255	-0.00041	-0.0316	-0.00625	0.01373	-0.01549	-0.0021	-0.00863	-0.00356
1964	0.01272	0.02488	-0.00381	-0.03119	-0.0073	0.01346	-0.01578	-0.00193	-0.01117	0.00332
1965	0.01095	0.02551	-0.00538	-0.03031	-0.00617	0.01259	-0.01523	-4e-05	-0.01329	0.00524
1966	0.00909	0.02673	-0.00749	-0.02876	-0.00625	0.01161	-0.01483	0.00062	-0.01492	0.00845
1969	0.00211	0.03016	-0.0144	-0.02053	-0.00417	0.00687	-0.01111	0.00472	-0.02048	0.01557
1971	-0.00106	0.03187	-0.01782	-0.0156	-0.00364	0.00397	-0.00919	0.00624	-0.02184	0.01773
1972	-0.0053	0.03475	-0.02304	-0.00516	-0.00437	-0.0014	-0.00555	0.00589	-0.0195	0.01551
1976	-0.00986	0.03914	-0.03071	0.00967	-0.00782	-0.01058	-0.00207	0.00493	-0.01202	0.00917
1978	-0.01153	0.03947	-0.03158	0.01386	-0.00665	-0.01179	0.00041	0.00448	-0.01001	0.00458
1980	-0.01312	0.03957	-0.03202	0.01804	-0.00543	-0.0127	0.00295	0.00344	-0.00657	-0.00138
1981	-0.01367	0.03984	-0.03257	0.01997	-0.00546	-0.01366	0.00371	0.00326	-0.00461	-0.00392
1982	-0.0144	0.0404	-0.03367	0.02308	-0.00605	-0.0157	0.00454	0.00315	-0.00044	-0.00825
1986	-0.0156	0.04471	-0.04174	0.03586	-0.01392	-0.03057	0.00415	0.00776	0.02268	-0.02612
1987	-0.0157	0.04475	-0.04183	0.03626	-0.01392	-0.03078	0.00431	0.00773	0.02323	-0.0268
1988	0.04617	0.00511	0.03205	0.02975	-0.01148	-0.00492	0.03126	0.01685	-0.00616	0.01304
1990	0.04573	0.00511	0.03143	0.02855	-0.01085	-0.00482	0.02951	0.01565	-0.00619	0.01138
1993	0.04426	0.00519	0.02946	0.02445	-0.00876	-0.00449	0.02386	0.01206	-0.0065	0.0055
1995	0.04217	0.00593	0.02685	0.01768	-0.00723	-0.0029	0.01664	0.00691	-0.00534	-0.00281
1998	0.03941	0.00835	0.02394	0.00688	-0.00878	0.00178	0.00998	0.00117	0.00032	-0.01272
1999	0.03804	0.00943	0.02247	0.00221	-0.00927	0.0037	0.00699	-0.00106	0.00221	-0.01607
2001	0.03495	0.01198	0.01914	-0.0078	-0.01054	0.00797	0.00054	-0.00581	0.00538	-0.02161
2003	0.03259	0.01348	0.01656	-0.01387	-0.01049	0.01009	-0.00397	-0.00824	0.00588	-0.02375
2005	0.03097	0.01449	0.01487	-0.01693	-0.0104	0.01111	-0.00603	-0.00869	0.00529	-0.02306
2006	0.02753	0.01683	0.01125	-0.02328	-0.01085	0.01353	-0.00997	-0.00982	0.00442	-0.01994
2008	0.0244	0.0185	0.00802	-0.02682	-0.01007	0.01423	-0.01253	-0.00898	0.00157	-0.01588
2011	0.01902	0.0224	0.00212	-0.03119	-0.01113	0.01569	-0.0156	-0.00864	-0.00296	-0.00464
2014	0.01371	0.02518	-0.00337	-0.03151	-0.00952	0.01434	-0.01648	-0.00487	-0.00928	0.00397
2016	0.00891	0.02755	-0.00831	-0.02822	-0.00785	0.01153	-0.01531	-0.00096	-0.0145	0.01041
2017	0.00763	0.02834	-0.00983	-0.02669	-0.0078	0.01043	-0.01493	-0.00028	-0.01542	0.01216
2020	0.00023	0.03402	-0.01992	-0.01528	-0.0103	0.00265	-0.01298	0.00117	-0.0179	0.02304
2021	-9e-04	0.03428	-0.02073	-0.01337	-0.00929	0.00175	-0.01171	0.00221	-0.01846	0.02219
2023	-0.00752	0.03747	-0.02764	0.00273	-0.00728	-0.00689	-0.00445	0.00526	-0.01493	0.01315
2025	-0.0095	0.03885	-0.0302	0.00864	-0.00782	-0.01009	-0.00248	0.00493	-0.01188	0.00961
2026	-0.00992	0.03939	-0.03112	0.01031	-0.00844	-0.0113	-0.00225	0.00483	-0.0106	0.00875
2033	-0.01499	0.04372	-0.03979	0.03193	-0.01242	-0.02686	0.00361	0.00681	0.0163	-0.02006
2034	-0.01522	0.04419	-0.04071	0.03363	-0.01319	-0.0286	0.00375	0.00733	0.01917	-0.02263
2035	-0.01534	0.04469	-0.04164	0.03507	-0.01411	-0.03033	0.00368	0.0079	0.02185	-0.02465
2036	-0.01555	0.0448	-0.04189	0.03591	-0.01416	-0.03085	0.004	0.00793	0.023	-0.0261
2037	-0.01563	0.04485	-0.042	0.03628	-0.0142	-0.03109	0.00412	0.00794	0.02355	-0.02672
2038	0.04685	0.00601	0.03339	0.02999	-0.01459	-0.00339	0.03552	0.01916	-0.00287	0.01413
2040	0.04655	0.00608	0.033	0.02901	-0.01434	-0.00316	0.03439	0.01828	-0.00263	0.01291
2041	0.04615	0.00606	0.03243	0.02796	-0.01364	-0.00317	0.03269	0.0172	-0.00296	0.01132
2044	0.04408	0.00699	0.0298	0.02073	-0.01269	-0.00105	0.02539	0.01136	-9e-04	0.00296
2047	0.04106	0.00867	0.02612	0.01017	-0.01211	0.00245	0.0157	0.00352	0.00241	-0.00773
2049	0.0389	0.0104	0.02362	0.00244	-0.01295	0.00567	0.00994	-0.00148	0.00534	-0.01332
2052	0.03389	0.01342	0.01803	-0.01164	-0.01236	0.01034	-0.00116	-0.00798	0.00728	-0.02173
2057	0.02701	0.01886	0.0102	-0.02568	-0.01515	0.01632	-0.01094	-0.01405	0.00687	-0.01464
2062	0.01782	0.0237	0.00053	-0.03215	-0.01247	0.01633	-0.01653	-0.00981	-0.00345	-0.00062
2063	0.01536	0.02501	-0.00208	-0.03197	-0.01175	0.0155	-0.01687	-0.00806	-0.00643	0.00341
2066	0.01092	0.02789	-0.00738	-0.02955	-0.01189	0.01307	-0.01711	-0.00623	-0.01044	0.0117
2069	0.00296	0.03492	-0.01974	-0.01782	-0.0166	0.00346	-0.01723	-0.00485	-0.01288	0.02726
2070	0.00196	0.03548	-0.0209	-0.01624	-0.01644	0.00239	-0.01669	-0.00419	-0.01335	0.02792
2071	0.00145	0.03589	-0.02168	-0.01519	-0.01663	0.00157	-0.01651	-0.00391	-0.01323	0.02819
2072	0.00058	0.03632	-0.0227	-0.01331	-0.0163	0.00024	-0.01577	-0.00292	-0.01312	0.02745
2073	-0.00205	0.03687	-0.02466	-0.00825	-0.01362	-0.00249	-0.0125	0.00032	-0.01416	0.02365
2074	-0.00797	0.03894	-0.02998	0.0058	-0.00995	-0.00995	-0.00505	0.00484	-0.01145	0.01279
2075	-0.0089	0.03961	-0.03123	0.00864	-0.01023	-0.01158	-0.00413	0.00481	-0.00985	0.01097
2077	-0.01009	0.04093	-0.0337	0.0132	-0.01144	-0.01513	-0.00324	0.00548	-0.00645	0.00785
2078	-0.01085	0.04139	-0.03467	0.01586	-0.01155	-0.01679	-0.00227	0.00573	-0.00388	0.00459
2081	-0.0128	0.04201	-0.03622	0.02215	-0.0109	-0.01983	0.00072	0.00575	0.00265	-0.00474
2083	-0.01448	0.04457	-0.04126	0.03234	-0.01467	-0.02941	0.00217	0.00833	0.01886	-0.01977
2086	-0.01519	0.04539	-0.04292	0.03618	-0.0157	-0.03267	0.003	0.0091	0.02479	-0.02589
2087	-0.0153	0.04548	-0.04311	0.03669	-0.01578	-0.03305	0.00315	0.00917	0.02555	-0.02677
2088	0.0473	0.00662	0.03428	0.03009	-0.01676	-0.00227	0.03844	0.0207	-0.00038	0.01495
2090	0.04706	0.00668	0.03396	0.02931	-0.01656	-0.00209	0.03749	0.01995	-0.00024	0.01396
2091	0.04678	0.00689	0.03362	0.02814	-0.01664	-0.00163	0.03654	0.01905	0.00035	0.01267
2093	0.04574	0.00727	0.03223	0.02459	-0.01596	-0.00069	0.03252	0.01576	0.00107	0.00856
2097	0.04163	0.00997	0.02715	0.00927	-0.01622	0.00503	0.01891	0.00355	0.00684	-0.00609
2099	0.03984	0.0115	0.02503	0.00264	-0.01719	0.00795	0.01392	-0.00116	0.00955	-0.01057
2102	0.03468	0.01428	0.01884	-0.01163	-0.01585	0.01221	0.00058	-0.00985	0.01028	-0.01882
2104	0.0327	0.01562	0.01656	-0.0165	-0.01608	0.014	-0.00328	-0.01232	0.01059	-0.01932
2105	0.03089	0.01805	0.01436	-0.02176	-0.01949	0.01753	-0.00602	-0.0165	0.01302	-0.01533
2108	0.02642	0.02022	0.00936	-0.02746	-0.01766	0.01813	-0.0116	-0.0164	0.0082	-0.01122
2109	0.02398	0.02143	0.00662	-0.02968	-0.01668	0.01805	-0.01399	-0.01572	0.00515	-0.00799
2110	0.02212	0.0223	0.00465	-0.03075	-0.01584	0.01778	-0.01511	-0.01455	0.00272	-0.00532
2112	0.0191	0.02452	0.00105	-0.03268	-0.01663	0.01813	-0.01723	-0.015	0.00019	0.00184
2114	0.01464	0.02661	-0.00378	-0.03214	-0.0147	0.01597	-0.01818	-0.01133	-0.00547	0.00851
2116	0.01241	0.02847	-0.00695	-0.03052	-0.01579	0.01435	-0.01874	-0.01119	-0.00682	0.01379
2120	0.00277	0.03605	-0.02119	-0.0166	-0.01914	0.00234	-0.01819	-0.0067	-0.01083	0.0296
2121	0.0022	0.03645	-0.02204	-0.01544	-0.01921	0.00135	-0.01796	-0.00613	-0.01077	0.02974
2127	-0.0091	0.04113	-0.03377	0.01162	-0.01334	-0.01546	-0.00515	0.00526	-0.00503	0.00995
2128	-0.01023	0.04143	-0.03459	0.01473	-0.01259	-0.01683	-0.00343	0.00561	-0.00316	0.00598
2129	-0.01084	0.04208	-0.03584	0.01725	-0.01327	-0.01884	-0.00293	0.00598	-0.00052	0.00364
2131	-0.01254	0.04306	-0.03804	0.0237	-0.01352	-0.02303	-0.00053	0.00685	0.00696	-0.00582
2132	-0.01309	0.04379	-0.03949	0.02675	-0.01448	-0.02581	1e-05	0.00766	0.01159	-0.0103
2135	-0.01478	0.04575	-0.04352	0.03583	-0.01696	-0.03374	0.00193	0.00989	0.02569	-0.02465
2136	-0.01493	0.04575	-0.04355	0.03625	-0.01677	-0.03383	0.00224	0.00984	0.02603	-0.02551
2137	-0.01511	0.04585	-0.04378	0.037	-0.0168	-0.0343	0.00254	0.00991	0.02702	-0.02684
2138	0.04773	0.00729	0.03516	0.03002	-0.0191	-0.001	0.0414	0.02219	0.00243	0.01566
2139	0.04772	0.00741	0.03519	0.02977	-0.0194	-0.00074	0.04153	0.02214	0.0029	0.01549
2141	0.04729	0.0076	0.03463	0.02822	-0.01921	-0.00028	0.03988	0.02071	0.00334	0.01372
2142	0.04696	0.00782	0.03419	0.02689	-0.01922	0.00023	0.03861	0.01949	0.0039	0.01234
2149	0.03994	0.01188	0.02523	0.00221	-0.01831	0.00872	0.0146	-0.00135	0.01084	-0.0102
2150	0.03901	0.01278	0.02405	-0.00108	-0.0192	0.01035	0.012	-0.00424	0.01217	-0.01097
2151	0.0368	0.01447	0.02133	-0.00804	-0.01994	0.01318	0.00615	-0.00934	0.01384	-0.01371
2153	0.03405	0.01698	0.0179	-0.0166	-0.02205	0.01722	-0.00054	-0.01603	0.01643	-0.01439
2154	0.03245	0.01796	0.01603	-0.01988	-0.02194	0.01821	-0.0034	-0.01744	0.01587	-0.01389
2157	0.0285	0.0201	0.01144	-0.02595	-0.02093	0.01938	-0.00933	-0.019	0.01247	-0.01066
2159	0.02425	0.02231	0.00656	-0.03037	-0.01954	0.01956	-0.01412	-0.01874	0.00752	-0.00503
2160	0.023	0.02304	0.00506	-0.0312	-0.01936	0.01942	-0.01529	-0.01867	0.00609	-0.00268
2162	0.01974	0.02546	0.00086	-0.03335	-0.02031	0.01949	-0.0184	-0.01983	0.00334	0.00534
2163	0.01774	0.02656	-0.00147	-0.03336	-0.01983	0.01861	-0.01924	-0.01869	0.00096	0.00885
2168	0.00467	0.03502	-0.01887	-0.01955	-0.01966	0.00476	-0.01903	-0.00874	-0.00968	0.02854
2171	0.00274	0.03649	-0.02178	-0.01595	-0.0202	0.00171	-0.01853	-0.00735	-0.00962	0.03008
2172	0.00162	0.03698	-0.02306	-0.01401	-0.01958	1e-04	-0.01781	-0.0057	-0.01024	0.02985
2174	-0.00689	0.04043	-0.03186	0.00608	-0.01487	-0.0125	-0.00817	0.00342	-0.00682	0.01551
2175	-0.00792	0.04073	-0.03273	0.00857	-0.01408	-0.01387	-0.00677	0.00443	-0.00611	0.01301
2177	-0.00896	0.0414	-0.0342	0.01185	-0.01417	-0.01618	-0.00565	0.00534	-0.00387	0.01007
2180	-0.01117	0.04346	-0.03839	0.02108	-0.01605	-0.02353	-0.00338	0.00729	0.00683	-0.00089
2181	-0.01205	0.0441	-0.03977	0.0246	-0.01641	-0.02611	-0.00225	0.00804	0.01099	-0.00584
2183	-0.01394	0.04563	-0.04309	0.03317	-0.01764	-0.03277	0.00033	0.01	0.02304	-0.01962
2185	-0.01451	0.04616	-0.04423	0.03598	-0.01821	-0.0351	0.00107	0.01071	0.02734	-0.02425
2188	0.04804	0.00776	0.03579	0.03	-0.02076	-1e-04	0.04349	0.02322	0.00444	0.01625
2189	0.04793	0.00777	0.03563	0.02966	-0.02065	-3e-05	0.04303	0.02284	0.00445	0.01584
2191	0.04778	0.00816	0.03552	0.02851	-0.02141	0.00081	0.04285	0.0222	0.00585	0.01496
2192	0.04733	0.0084	0.03493	0.02683	-0.02131	0.00139	0.04112	0.0206	0.00643	0.0132
2194	0.04591	0.00945	0.03311	0.02108	-0.02175	0.00375	0.03601	0.01547	0.00898	0.00786
2195	0.0447	0.0101	0.03149	0.01674	-0.02148	0.00521	0.03142	0.01129	0.01015	0.00373
2196	0.04351	0.01083	0.02993	0.0124	-0.02146	0.00678	0.02712	0.00729	0.01147	-4e-05
2197	0.0421	0.01156	0.0281	0.00756	-0.02107	0.00834	0.02209	0.00298	0.01254	-0.00457
2201	0.03714	0.01536	0.02176	-0.00873	-0.02293	0.01505	0.00751	-0.01075	0.01693	-0.01135
2203	0.03419	0.01774	0.01799	-0.01746	-0.02438	0.01874	-0.00013	-0.01784	0.01872	-0.01234
2204	0.03337	0.01841	0.01695	-0.01948	-0.02478	0.01957	-0.00186	-0.01929	0.01889	-0.01183
2205	0.03179	0.01926	0.01507	-0.02241	-0.02438	0.02024	-0.00478	-0.02055	0.01785	-0.01128
2209	0.02517	0.02296	0.00704	-0.03068	-0.02295	0.0211	-0.01419	-0.02274	0.01096	-0.00247
2214	0.01755	0.0276	-0.00234	-0.03407	-0.0224	0.01947	-0.02043	-0.02198	0.00259	0.01272
2216	0.0138	0.0303	-0.00762	-0.03092	-0.02306	0.01585	-0.0213	-0.02013	-0.00039	0.0199
2218	0.00533	0.0351	-0.01853	-0.02022	-0.02095	0.00536	-0.01973	-0.01049	-0.00833	0.02918
2221	0.00271	0.03658	-0.02191	-0.01577	-0.02037	0.00155	-0.01857	-0.00742	-0.00942	0.03012
2223	-0.00137	0.03872	-0.02698	-0.00678	-0.01914	-0.00522	-0.01533	-0.0025	-0.00852	0.02669
2224	-0.00342	0.03991	-0.0297	-0.00122	-0.01886	-0.00931	-0.01333	-0.00015	-0.0061	0.02286
2226	-0.0081	0.04184	-0.0346	0.0109	-0.01645	-0.01684	-0.00753	0.00471	-0.00198	0.01208
2227	-0.00888	0.04239	-0.03582	0.01351	-0.01661	-0.01884	-0.00671	0.0056	7e-05	0.00955
2229	-0.01049	0.04347	-0.03818	0.01936	-0.01702	-0.02303	-0.00475	0.00693	0.006	0.00234
2233	-0.01352	0.04607	-0.04382	0.03295	-0.01916	-0.03411	-0.00088	0.01085	0.02449	-0.01842
2235	-0.01404	0.04657	-0.04489	0.03555	-0.0197	-0.03627	-0.00021	0.01147	0.02846	-0.02269
2236	-0.01431	0.04669	-0.04519	0.0366	-0.01962	-0.0369	0.00029	0.01166	0.02968	-0.02463
2238	0.04832	0.00823	0.03637	0.02989	-0.02244	0.00085	0.04552	0.02416	0.00658	0.01681
2239	0.04819	0.00822	0.03617	0.02953	-0.02221	0.00086	0.04488	0.02368	0.00645	0.01633
2241	0.04794	0.00862	0.03591	0.02806	-0.02287	0.00178	0.04424	0.02263	0.00786	0.01514
2243	0.04706	0.00936	0.03479	0.02429	-0.02341	0.00348	0.04109	0.0192	0.00988	0.01177
2247	0.04262	0.0122	0.02891	0.00779	-0.02366	0.00968	0.02472	0.00346	0.01524	-0.00227
2248	0.04136	0.01283	0.02723	0.00375	-0.02323	0.0109	0.02024	-3e-04	0.0157	-0.00545
2249	0.04066	0.01347	0.02631	0.00119	-0.02378	0.0121	0.01807	-0.00268	0.01673	-0.00639
2254	0.03346	0.0186	0.01704	-0.01966	-0.02547	0.02001	-0.00166	-0.01981	0.01965	-0.0113
2255	0.03241	0.01965	0.01563	-0.0223	-0.0266	0.02132	-0.0039	-0.02229	0.02026	-0.00949
2256	0.03075	0.02036	0.01364	-0.02462	-0.02562	0.02139	-0.00671	-0.02276	0.01817	-0.00855
2257	0.02922	0.02119	0.0118	-0.02676	-0.02522	0.02168	-0.00905	-0.02339	0.01665	-0.00687
2264	0.01853	0.02817	-0.00201	-0.03476	-0.02572	0.02087	-0.02136	-0.02653	0.006	0.01514
2265	0.01638	0.02958	-0.00494	-0.03322	-0.02576	0.01884	-0.02196	-0.02524	0.00399	0.019
2268	0.00731	0.03463	-0.01665	-0.02262	-0.02318	0.00772	-0.02092	-0.01455	-0.00521	0.02917
2269	0.00455	0.03616	-0.02028	-0.01825	-0.02243	0.0036	-0.02	-0.01087	-0.00691	0.03064
2270	0.00326	0.03689	-0.02202	-0.01595	-0.02212	0.00149	-0.01946	-0.00908	-0.00736	0.03089
2272	0.00134	0.03811	-0.02477	-0.01169	-0.02204	-0.00215	-0.01838	-0.00666	-0.00658	0.03001
2273	-0.00086	0.03943	-0.02778	-0.00641	-0.02179	-0.00634	-0.01675	-0.00396	-0.00525	0.0279
2275	-0.00551	0.04244	-0.03464	0.007	-0.02194	-0.01707	-0.01257	0.00221	0.0023	0.01826
2277	-0.00823	0.04378	-0.03799	0.01483	-0.02105	-0.02268	-0.0093	0.00581	0.00677	0.01024
2278	-0.00898	0.0441	-0.0388	0.017	-0.02071	-0.02407	-0.00829	0.00665	0.00803	0.00773
2279	-0.00954	0.04441	-0.03954	0.01893	-0.02064	-0.02544	-0.00752	0.00729	0.00985	0.00511
2283	-0.01298	0.04653	-0.04453	0.0325	-0.02099	-0.03542	-0.00241	0.01146	0.02615	-0.0166
2287	-0.01412	0.04725	-0.04621	0.0373	-0.02118	-0.03891	-0.00059	0.01273	0.03252	-0.02503
2288	0.04852	0.00852	0.03676	0.02986	-0.02354	0.00146	0.0469	0.02483	0.00798	0.01723
2289	0.04842	0.00864	0.03665	0.02937	-0.0237	0.00173	0.0466	0.02442	0.00839	0.01681
2290	0.04827	0.00877	0.03645	0.02869	-0.02379	0.00204	0.04602	0.02379	0.00877	0.01617
2291	0.04814	0.00897	0.03631	0.02795	-0.0241	0.00249	0.04566	0.02323	0.00944	0.01558
2293	0.04728	0.00965	0.03521	0.02434	-0.02455	0.00408	0.04253	0.01986	0.01129	0.01235
2298	0.04181	0.01327	0.02788	0.00401	-0.02521	0.0119	0.02223	-1e-04	0.01786	-0.00368
2302	0.03591	0.01749	0.02012	-0.01429	-0.02671	0.01897	0.00446	-0.01645	0.02127	-0.00976
2304	0.03363	0.01926	0.01711	-0.02041	-0.02767	0.02139	-0.0014	-0.02175	0.02194	-0.00933
2305	0.03242	0.02006	0.01553	-0.02275	-0.02778	0.02203	-0.00393	-0.02344	0.02133	-0.0081
2306	0.03109	0.02098	0.01378	-0.02512	-0.02801	0.02267	-0.00655	-0.02517	0.02058	-0.00625
2308	0.02772	0.02306	0.00944	-0.02982	-0.02788	0.02339	-0.01222	-0.02776	0.01753	-0.00103
2311	0.02263	0.0263	0.0028	-0.03421	-0.02789	0.02309	-0.0188	-0.02963	0.01212	0.00936
2312	0.02105	0.02738	0.00066	-0.03506	-0.02807	0.02272	-0.02059	-0.03007	0.01047	0.01302
2313	0.01949	0.02852	-0.0015	-0.0354	-0.02848	0.02217	-0.02202	-0.03041	0.00909	0.01688
2314	0.01892	0.02893	-0.00231	-0.03529	-0.02857	0.02177	-0.02245	-0.03034	0.00854	0.01818
2319	0.00613	0.03576	-0.01878	-0.02003	-0.02418	0.00536	-0.02087	-0.01402	-0.00408	0.03024
2322	0.00094	0.03865	-0.02575	-0.0103	-0.02277	-0.00349	-0.01841	-0.00646	-0.00534	0.03001
2327	-0.0076	0.04398	-0.0381	0.01392	-0.02253	-0.0229	-0.01063	0.00529	0.00796	0.01195
2328	-0.00857	0.04455	-0.03946	0.01703	-0.02244	-0.02528	-0.00949	0.00666	0.01033	0.00852
2332	-0.01179	0.04641	-0.04393	0.02904	-0.02232	-0.03409	-0.00476	0.01089	0.02357	-0.01003
2335	-0.01327	0.04734	-0.04614	0.03511	-0.02251	-0.03865	-0.00247	0.01285	0.03131	-0.02032
2336	-0.01356	0.04746	-0.04645	0.03616	-0.02239	-0.03931	-0.00195	0.01314	0.0325	-0.02228
2337	-0.01386	0.04764	-0.04689	0.03745	-0.0224	-0.04023	-0.00144	0.01353	0.0342	-0.02463
2340	0.04834	0.00903	0.03665	0.0284	-0.02461	0.0026	0.04674	0.02396	0.00992	0.01624
2341	0.04823	0.00923	0.03653	0.02771	-0.02495	0.00304	0.04645	0.02344	0.01061	0.01574
2342	0.04797	0.00948	0.03621	0.02654	-0.02521	0.00363	0.04557	0.0224	0.01137	0.01474
2343	0.04749	0.00974	0.03555	0.02472	-0.02513	0.00426	0.04361	0.02052	0.01189	0.01299
2344	0.04659	0.01031	0.03434	0.02132	-0.02518	0.00555	0.04015	0.01711	0.01305	0.00999
2346	0.04433	0.01188	0.0313	0.01267	-0.02566	0.009	0.03163	0.00846	0.01612	0.00321
2348	0.04218	0.01342	0.0284	0.00451	-0.02625	0.01231	0.02364	0.00028	0.01901	-0.00272
2350	0.03942	0.01558	0.02473	-0.00478	-0.02751	0.01622	0.01491	-0.00848	0.02163	-0.00609
2352	0.03638	0.01764	0.02071	-0.01371	-0.02797	0.01946	0.0059	-0.01641	0.02265	-0.00856
2353	0.03461	0.01882	0.01837	-0.01832	-0.02817	0.02102	0.00113	-0.02032	0.02268	-0.00889
2354	0.03344	0.01963	0.01683	-0.02121	-0.02837	0.022	-0.00185	-0.02273	0.02261	-0.00868
2356	0.03128	0.02125	0.01388	-0.02525	-0.02912	0.02324	-0.00638	-0.02623	0.02172	-0.00513
2358	0.02802	0.0234	0.00957	-0.03007	-0.02939	0.02413	-0.01226	-0.02953	0.01909	0.00032
2361	0.02324	0.02668	0.0031	-0.03447	-0.03008	0.02406	-0.019	-0.03241	0.01451	0.01104
2362	0.02105	0.02804	0.00022	-0.03551	-0.02998	0.0234	-0.0213	-0.03253	0.01197	0.01565
2363	0.02005	0.02868	-0.00114	-0.03575	-0.02995	0.02293	-0.02229	-0.03249	0.01082	0.01776
2365	0.01749	0.03012	-0.00451	-0.03438	-0.02933	0.02054	-0.02325	-0.03042	0.00782	0.02174
2368	0.01177	0.0333	-0.01204	-0.02801	-0.02765	0.01329	-0.02311	-0.02353	0.00211	0.02798
2374	-0.00401	0.04225	-0.03368	0.00398	-0.0239	-0.01558	-0.01478	8e-05	0.00307	0.02162
2377	-0.00791	0.0444	-0.03893	0.0154	-0.02309	-0.02437	-0.01048	0.00582	0.00995	0.01049
2379	-0.00911	0.04515	-0.04071	0.01953	-0.02311	-0.02764	-0.00902	0.00766	0.01374	0.00534
2380	-0.01009	0.04581	-0.04228	0.02345	-0.02332	-0.03076	-0.00765	0.00917	0.01847	-7e-04
2383	-0.01248	0.04721	-0.04565	0.03265	-0.02328	-0.03754	-0.00403	0.01239	0.02915	-0.01557
2389	0.04862	0.00901	0.03708	0.02921	-0.02502	0.00252	0.04811	0.02507	0.01015	0.01721
2390	0.04845	0.0092	0.03686	0.02836	-0.02526	0.00297	0.04751	0.0243	0.01077	0.01649
2392	0.04807	0.00962	0.03639	0.02653	-0.02575	0.00393	0.04622	0.02267	0.01206	0.015
2393	0.04772	0.00986	0.03593	0.02514	-0.02583	0.00449	0.04486	0.02126	0.01263	0.01377
2395	0.04567	0.0113	0.03317	0.01712	-0.02633	0.00774	0.037	0.01316	0.0157	0.00718
2397	0.04278	0.01328	0.02925	0.00634	-0.02688	0.01199	0.02618	0.00228	0.01919	-0.00069
2399	0.04067	0.01473	0.02641	-0.00092	-0.02729	0.01479	0.01883	-0.00489	0.02103	-0.00478
2403	0.03476	0.01902	0.01853	-0.01842	-0.02902	0.0215	0.00148	-0.02089	0.02364	-0.00817
2404	0.03364	0.01973	0.01704	-0.02112	-0.02903	0.02232	-0.00147	-0.02313	0.02338	-0.00814
2406	0.02978	0.02241	0.01182	-0.02781	-0.02975	0.02399	-0.00932	-0.02849	0.02104	-0.00218
2407	0.02798	0.0236	0.00942	-0.03036	-0.0299	0.02442	-0.01253	-0.03026	0.0195	0.00104
2408	0.02628	0.02481	0.0071	-0.03212	-0.03028	0.02454	-0.01506	-0.03155	0.01799	0.00501
2409	0.02421	0.02625	0.00429	-0.03411	-0.03065	0.02456	-0.01807	-0.03297	0.01606	0.00974
2411	0.02146	0.02799	6e-04	-0.03565	-0.03058	0.0238	-0.02128	-0.03342	0.01288	0.01561
2412	0.02019	0.02873	-0.00107	-0.03581	-0.03034	0.02309	-0.02236	-0.03303	0.01128	0.01801
2413	0.01912	0.02938	-0.00251	-0.0356	-0.03024	0.02231	-0.02307	-0.03258	0.01005	0.02006
2415	0.01669	0.03077	-0.00572	-0.03384	-0.02967	0.01979	-0.02368	-0.03037	0.00736	0.02359
2416	0.01511	0.03167	-0.00781	-0.03234	-0.0293	0.01798	-0.02382	-0.02874	0.00567	0.02574
2420	0.00224	0.03885	-0.0253	-0.0108	-0.02565	-0.00322	-0.01964	-0.00958	-0.00062	0.02975
2421	-6e-05	0.04007	-0.02837	-0.00669	-0.0248	-0.00716	-0.01863	-0.00581	-0.00177	0.02996
